product;assembly;part_number;process_sequence;process;machine;processing_hours;working_hours_per_day;assigned_staff;maintenance_between_operations;maintenance_time_hours
Вал;Assembly_26;Part_01078;3;Drilling;Сверлильный станок 1;1,47;16;3;yes;1,1
Вал;Assembly_26;Part_01078;4;Grinding;Шлифовальный станок 1;2,95;16;3;no;0,78
Вал;Assembly_27;Part_00511;1;Cutting;Ленточнопильный станок 1;0,92;16;2;no;0,53
Вал;Assembly_27;Part_00511;2;Turning;Токарный станок 2;1,65;16;3;no;1,26
Вал;Assembly_27;Part_00511;3;Heat treatment;Печь термообработки 1;7,09;20;1;no;0,2
Вал;Assembly_27;Part_00511;4;Grinding;Шлифовальный станок 1;1,2;16;3;no;0,78
Вал;Assembly_27;Part_00511;5;Polishing;Полировальный станок 1;0,65;24;2;yes;1,29
Вал;Assembly_28;Part_00382;1;Cutting;Ленточнопильный станок 2;0,56;16;2;yes;0,26
Вал;Assembly_28;Part_00382;2;Milling;Фрезерный станок 2;4,13;24;2;yes;0,67
Вал;Assembly_28;Part_00382;3;Heat treatment;Печь термообработки 1;3,31;20;1;no;0,2
Вал;Assembly_28;Part_00382;4;Grinding;Шлифовальный станок 1;1,38;16;3;no;0,78
Вал;Assembly_29;Part_01276;1;Cutting;Ленточнопильный станок 2;1,21;16;2;yes;0,26
Вал;Assembly_29;Part_01276;2;Turning;Токарный станок 1;2,37;20;2;yes;0,49
Вал;Assembly_29;Part_01276;3;Heat treatment;Печь термообработки 1;7,5;20;1;no;0,2
Вал;Assembly_29;Part_01276;4;Grinding;Шлифовальный станок 1;2,37;16;3;no;0,78
Вал;Assembly_29;Part_01276;5;Polishing;Полировальный станок 1;1,39;24;2;yes;1,29
Вал;Assembly_34;Part_00731;1;Cutting;Ленточнопильный станок 1;0,57;16;2;no;0,53
Вал;Assembly_34;Part_00731;2;Turning;Токарный станок 2;2,22;16;3;no;1,26
Вал;Assembly_34;Part_00731;3;Heat treatment;Печь термообработки 1;4,75;20;1;no;0,2
Вал;Assembly_34;Part_00731;4;Grinding;Шлифовальный станок 1;1,27;16;3;no;0,78
Вал;Assembly_34;Part_00731;5;Polishing;Полировальный станок 1;0,85;24;2;yes;1,29
Вал;Assembly_34;Part_01146;1;Cutting;Ленточнопильный станок 2;1,42;16;2;yes;0,26
Вал;Assembly_34;Part_01146;2;Milling;Фрезерный станок 1;5,47;16;1;no;1,44
Вал;Assembly_34;Part_01146;3;Drilling;Сверлильный станок 1;0,66;16;3;yes;1,1
Вал;Assembly_34;Part_01146;4;Grinding;Шлифовальный станок 1;2,41;16;3;no;0,78
Вал;Assembly_36;Part_00177;1;Cutting;Ленточнопильный станок 2;0,54;16;2;yes;0,26
Вал;Assembly_36;Part_00177;2;Milling;Фрезерный станок 2;3,63;24;2;yes;0,67
Вал;Assembly_36;Part_00177;3;Drilling;Сверлильный станок 1;1,34;16;3;yes;1,1
Вал;Assembly_36;Part_00177;4;Grinding;Шлифовальный станок 1;2,52;16;3;no;0,78
Вал;Assembly_36;Part_00559;1;Cutting;Ленточнопильный станок 1;0,99;16;2;no;0,53
Вал;Assembly_36;Part_00559;2;Milling;Фрезерный станок 1;4,74;16;1;no;1,44
Вал;Assembly_36;Part_00559;3;Heat treatment;Печь термообработки 1;4,92;20;1;no;0,2
Вал;Assembly_36;Part_00559;4;Grinding;Шлифовальный станок 1;2,34;16;3;no;0,78
Вал;Assembly_38;Part_00419;1;Cutting;Ленточнопильный станок 2;1,42;16;2;yes;0,26
Вал;Assembly_38;Part_00419;2;Turning;Токарный станок 1;4,78;20;2;yes;0,49
Вал;Assembly_38;Part_00419;3;Heat treatment;Печь термообработки 1;5,84;20;1;no;0,2
Вал;Assembly_38;Part_00419;4;Grinding;Шлифовальный станок 1;1,54;16;3;no;0,78
Вал;Assembly_38;Part_00419;5;Polishing;Полировальный станок 1;0,58;24;2;yes;1,29
Вал;Assembly_39;Part_00170;1;Forging;Кузнечный пресс 1;3,24;;;;
Вал;Assembly_39;Part_00170;2;Turning;Токарный станок 1;2,35;20;2;yes;0,49
Вал;Assembly_39;Part_00170;3;Grinding;Шлифовальный станок 1;1,76;16;3;no;0,78
Вал;Assembly_40;Part_00319;1;Forging;Кузнечный пресс 1;3,76;;;;
Вал;Assembly_40;Part_00319;2;Turning;Токарный станок 2;4,01;16;3;no;1,26
Вал;Assembly_40;Part_00319;3;Grinding;Шлифовальный станок 1;2,19;16;3;no;0,78
Вал;Assembly_40;Part_00658;1;Forging;Кузнечный пресс 1;2,43;;;;
Вал;Assembly_40;Part_00658;2;Turning;Токарный станок 1;3,44;20;2;yes;0,49
Вал;Assembly_40;Part_00658;3;Grinding;Шлифовальный станок 1;1,26;16;3;no;0,78
Вал;Assembly_41;Part_00258;1;Cutting;Ленточнопильный станок 1;0,81;16;2;no;0,53
Вал;Assembly_41;Part_00258;2;Turning;Токарный станок 2;4,41;16;3;no;1,26
Вал;Assembly_41;Part_00258;3;Heat treatment;Печь термообработки 1;6,57;20;1;no;0,2
Вал;Assembly_41;Part_00258;4;Grinding;Шлифовальный станок 1;2,31;16;3;no;0,78
Вал;Assembly_41;Part_00258;5;Polishing;Полировальный станок 1;1,37;24;2;yes;1,29
Вал;Assembly_41;Part_00772;1;Forging;Кузнечный пресс 1;3,21;;;;
Вал;Assembly_41;Part_00772;2;Turning;Токарный станок 2;3,33;16;3;no;1,26
Вал;Assembly_41;Part_00772;3;Grinding;Шлифовальный станок 1;2,61;16;3;no;0,78
Вал;Assembly_41;Part_00888;1;Cutting;Ленточнопильный станок 1;1,48;16;2;no;0,53
Вал;Assembly_41;Part_00888;2;Turning;Токарный станок 1;3,22;20;2;yes;0,49
Вал;Assembly_41;Part_00888;3;Heat treatment;Печь термообработки 1;4,01;20;1;no;0,2
Вал;Assembly_41;Part_00888;4;Grinding;Шлифовальный станок 1;2,84;16;3;no;0,78
Вал;Assembly_41;Part_00888;5;Polishing;Полировальный станок 1;0,95;24;2;yes;1,29
Вал;Assembly_42;Part_01071;1;Cutting;Ленточнопильный станок 1;0,71;16;2;no;0,53
Вал;Assembly_42;Part_01071;2;Turning;Токарный станок 1;2,61;20;2;yes;0,49
Вал;Assembly_42;Part_01071;3;Heat treatment;Печь термообработки 1;6,3;20;1;no;0,2
Вал;Assembly_42;Part_01071;4;Grinding;Шлифовальный станок 1;1,96;16;3;no;0,78
Вал;Assembly_42;Part_01071;5;Polishing;Полировальный станок 1;0,74;24;2;yes;1,29
Вал;Assembly_43;Part_00229;1;Cutting;Ленточнопильный станок 2;0,96;16;2;yes;0,26
Вал;Assembly_43;Part_00229;2;Milling;Фрезерный станок 2;4,27;24;2;yes;0,67
Вал;Assembly_43;Part_00229;3;Drilling;Сверлильный станок 1;0,76;16;3;yes;1,1
Вал;Assembly_43;Part_00229;4;Grinding;Шлифовальный станок 1;1,09;16;3;no;0,78
Вал;Assembly_43;Part_01098;1;Cutting;Ленточнопильный станок 2;1,12;16;2;yes;0,26
Вал;Assembly_43;Part_01098;2;Milling;Фрезерный станок 2;3,72;24;2;yes;0,67
Вал;Assembly_43;Part_01098;3;Drilling;Сверлильный станок 1;1,84;16;3;yes;1,1
Вал;Assembly_43;Part_01098;4;Grinding;Шлифовальный станок 1;1,87;16;3;no;0,78
Вал;Assembly_43;Part_01266;1;Forging;Кузнечный пресс 1;2,01;;;;
Вал;Assembly_43;Part_01266;2;Turning;Токарный станок 2;4,23;16;3;no;1,26
Вал;Assembly_43;Part_01266;3;Grinding;Шлифовальный станок 1;2,58;16;3;no;0,78
Вал;Assembly_44;Part_00782;1;Cutting;Ленточнопильный станок 1;1,45;16;2;no;0,53
Вал;Assembly_44;Part_00782;2;Turning;Токарный станок 2;4,25;16;3;no;1,26
Вал;Assembly_44;Part_00782;3;Heat treatment;Печь термообработки 1;4,66;20;1;no;0,2
Вал;Assembly_44;Part_00782;4;Grinding;Шлифовальный станок 1;1,58;16;3;no;0,78
Вал;Assembly_44;Part_00782;5;Polishing;Полировальный станок 1;0,53;24;2;yes;1,29
Вал;Assembly_45;Part_00202;1;Forging;Кузнечный пресс 1;3,7;;;;
Вал;Assembly_45;Part_00202;2;Turning;Токарный станок 2;4,15;16;3;no;1,26
Вал;Assembly_45;Part_00202;3;Grinding;Шлифовальный станок 1;1,39;16;3;no;0,78
Вал;Assembly_45;Part_00592;1;Forging;Кузнечный пресс 1;2,19;;;;
Вал;Assembly_45;Part_00592;2;Turning;Токарный станок 2;2,35;16;3;no;1,26
Вал;Assembly_45;Part_00592;3;Grinding;Шлифовальный станок 1;1,73;16;3;no;0,78
Вал;Assembly_45;Part_00913;1;Casting;Литейная установка 1;3,2;;;;
Вал;Assembly_45;Part_00913;2;Milling;Фрезерный станок 2;5,23;24;2;yes;0,67
Вал;Assembly_45;Part_00913;3;Drilling;Сверлильный станок 1;1,33;16;3;yes;1,1
Вал;Assembly_49;Part_00004;1;Cutting;Ленточнопильный станок 2;1,44;16;2;yes;0,26
Вал;Assembly_49;Part_00004;2;Milling;Фрезерный станок 1;3,38;16;1;no;1,44
Вал;Assembly_49;Part_00004;3;Heat treatment;Печь термообработки 1;6,8;20;1;no;0,2
Вал;Assembly_49;Part_00004;4;Grinding;Шлифовальный станок 1;2,85;16;3;no;0,78
Вал;Assembly_49;Part_00487;1;Cutting;Ленточнопильный станок 1;0,99;16;2;no;0,53
Вал;Assembly_49;Part_00487;2;Milling;Фрезерный станок 2;5,09;24;2;yes;0,67
Вал;Assembly_49;Part_00487;3;Heat treatment;Печь термообработки 1;4,26;20;1;no;0,2
Вал;Assembly_49;Part_00487;4;Grinding;Шлифовальный станок 1;2,06;16;3;no;0,78
Вал;Assembly_5;Part_00183;1;Cutting;Ленточнопильный станок 2;1,39;16;2;yes;0,26
Вал;Assembly_5;Part_00183;2;Milling;Фрезерный станок 2;5,68;24;2;yes;0,67
Вал;Assembly_5;Part_00183;3;Drilling;Сверлильный станок 1;1,63;16;3;yes;1,1
Вал;Assembly_5;Part_00183;4;Grinding;Шлифовальный станок 1;1,82;16;3;no;0,78
Вал;Assembly_5;Part_00753;1;Casting;Литейная установка 1;3,84;;;;
Вал;Assembly_5;Part_00753;2;Milling;Фрезерный станок 2;3,58;24;2;yes;0,67
Вал;Assembly_5;Part_00753;3;Drilling;Сверлильный станок 1;1,63;16;3;yes;1,1
Вал;Assembly_50;Part_00642;1;Casting;Литейная установка 1;4,93;;;;
Вал;Assembly_50;Part_00642;2;Milling;Фрезерный станок 2;3,06;24;2;yes;0,67
Вал;Assembly_50;Part_00642;3;Drilling;Сверлильный станок 1;0,84;16;3;yes;1,1
Вал;Assembly_52;Part_00514;1;Casting;Литейная установка 1;4,48;;;;
Вал;Assembly_52;Part_00514;2;Milling;Фрезерный станок 2;4,87;24;2;yes;0,67
Вал;Assembly_52;Part_00514;3;Drilling;Сверлильный станок 1;1,04;16;3;yes;1,1
Вал;Assembly_55;Part_00496;1;Casting;Литейная установка 1;4,89;;;;
Вал;Assembly_55;Part_00496;2;Milling;Фрезерный станок 2;3,47;24;2;yes;0,67
Вал;Assembly_55;Part_00496;3;Drilling;Сверлильный станок 1;1,55;16;3;yes;1,1
Вал;Assembly_59;Part_01068;1;Casting;Литейная установка 1;3,22;;;;
Вал;Assembly_59;Part_01068;2;Milling;Фрезерный станок 2;5,94;24;2;yes;0,67
Вал;Assembly_59;Part_01068;3;Drilling;Сверлильный станок 1;0,89;16;3;yes;1,1
Вал;Assembly_59;Part_01214;1;Cutting;Ленточнопильный станок 2;1,13;16;2;yes;0,26
Вал;Assembly_59;Part_01214;2;Milling;Фрезерный станок 2;3,39;24;2;yes;0,67
Вал;Assembly_59;Part_01214;3;Drilling;Сверлильный станок 1;1,26;16;3;yes;1,1
Вал;Assembly_59;Part_01214;4;Grinding;Шлифовальный станок 1;1,35;16;3;no;0,78
Вал;Assembly_59;Part_01225;1;Cutting;Ленточнопильный станок 2;1,2;16;2;yes;0,26
Вал;Assembly_59;Part_01225;2;Milling;Фрезерный станок 1;3,37;16;1;no;1,44
Вал;Assembly_59;Part_01225;3;Drilling;Сверлильный станок 1;1,68;16;3;yes;1,1
Вал;Assembly_59;Part_01225;4;Grinding;Шлифовальный станок 1;1,35;16;3;no;0,78
Вал;Assembly_6;Part_00519;1;Cutting;Ленточнопильный станок 2;1,18;16;2;yes;0,26
Вал;Assembly_6;Part_00519;2;Milling;Фрезерный станок 1;3,97;16;1;no;1,44
Вал;Assembly_6;Part_00519;3;Drilling;Сверлильный станок 1;1,79;16;3;yes;1,1
Вал;Assembly_6;Part_00519;4;Grinding;Шлифовальный станок 1;1,69;16;3;no;0,78
Вал;Assembly_6;Part_00690;1;Cutting;Ленточнопильный станок 1;0,67;16;2;no;0,53
Вал;Assembly_6;Part_00690;2;Turning;Токарный станок 2;1,82;16;3;no;1,26
Вал;Assembly_6;Part_00690;3;Heat treatment;Печь термообработки 1;3,65;20;1;no;0,2
Вал;Assembly_6;Part_00690;4;Grinding;Шлифовальный станок 1;1,9;16;3;no;0,78
Вал;Assembly_6;Part_00690;5;Polishing;Полировальный станок 1;1,47;24;2;yes;1,29
Вал;Assembly_6;Part_00739;1;Forging;Кузнечный пресс 1;3,91;;;;
Вал;Assembly_6;Part_00739;2;Turning;Токарный станок 1;3,08;20;2;yes;0,49
Вал;Assembly_6;Part_00739;3;Grinding;Шлифовальный станок 1;1,33;16;3;no;0,78
Вал;Assembly_60;Part_00682;1;Forging;Кузнечный пресс 1;2,83;;;;
Вал;Assembly_60;Part_00682;2;Turning;Токарный станок 1;4,7;20;2;yes;0,49
Вал;Assembly_60;Part_00682;3;Grinding;Шлифовальный станок 1;2,88;16;3;no;0,78
Вал;Assembly_7;Part_00122;1;Cutting;Ленточнопильный станок 2;1,37;16;2;yes;0,26
Вал;Assembly_7;Part_00122;2;Milling;Фрезерный станок 1;5,11;16;1;no;1,44
Вал;Assembly_7;Part_00122;3;Heat treatment;Печь термообработки 1;5,11;20;1;no;0,2
Вал;Assembly_7;Part_00122;4;Grinding;Шлифовальный станок 1;1,51;16;3;no;0,78
Вал;Assembly_8;Part_00158;1;Cutting;Ленточнопильный станок 1;1,47;16;2;no;0,53
Вал;Assembly_8;Part_00158;2;Turning;Токарный станок 1;4,03;20;2;yes;0,49
Вал;Assembly_8;Part_00158;3;Heat treatment;Печь термообработки 1;3,98;20;1;no;0,2
Вал;Assembly_8;Part_00158;4;Grinding;Шлифовальный станок 1;1,72;16;3;no;0,78
Вал;Assembly_8;Part_00158;5;Polishing;Полировальный станок 1;0,83;24;2;yes;1,29
Вал;Assembly_8;Part_00710;1;Cutting;Ленточнопильный станок 2;1,17;16;2;yes;0,26
Вал;Assembly_8;Part_00710;2;Milling;Фрезерный станок 1;4,33;16;1;no;1,44
Вал;Assembly_8;Part_00710;3;Drilling;Сверлильный станок 1;1,92;16;3;yes;1,1
Вал;Assembly_8;Part_00710;4;Grinding;Шлифовальный станок 1;1,48;16;3;no;0,78
Втулка;Assembly_1;Part_00175;1;Cutting;Ленточнопильный станок 1;0,92;16;2;no;0,53
Втулка;Assembly_1;Part_00175;2;Milling;Фрезерный станок 1;2,26;16;1;no;1,44
Втулка;Assembly_1;Part_00175;3;Drilling;Сверлильный станок 1;0,55;16;3;yes;1,1
Втулка;Assembly_1;Part_00175;4;Grinding;Шлифовальный станок 1;1,67;16;3;no;0,78
Втулка;Assembly_1;Part_00405;1;Casting;Литейная установка 1;3,42;;;;
Втулка;Assembly_1;Part_00405;2;Milling;Фрезерный станок 2;3,73;24;2;yes;0,67
Втулка;Assembly_1;Part_00405;3;Drilling;Сверлильный станок 1;1,12;16;3;yes;1,1
Втулка;Assembly_1;Part_00821;1;Cutting;Ленточнопильный станок 1;1,41;16;2;no;0,53
Втулка;Assembly_1;Part_00821;2;Turning;Токарный станок 1;2,98;20;2;yes;0,49
Втулка;Assembly_1;Part_00821;3;Heat treatment;Печь термообработки 1;7,87;20;1;no;0,2
Втулка;Assembly_1;Part_00821;4;Grinding;Шлифовальный станок 1;2,02;16;3;no;0,78
Втулка;Assembly_1;Part_00821;5;Polishing;Полировальный станок 1;0,53;24;2;yes;1,29
Втулка;Assembly_10;Part_00552;1;Casting;Литейная установка 1;4,74;;;;
Втулка;Assembly_10;Part_00552;2;Milling;Фрезерный станок 2;5,02;24;2;yes;0,67
Втулка;Assembly_10;Part_00552;3;Drilling;Сверлильный станок 1;1,83;16;3;yes;1,1
Втулка;Assembly_11;Part_01067;1;Cutting;Ленточнопильный станок 1;1,32;16;2;no;0,53
Втулка;Assembly_11;Part_01067;2;Milling;Фрезерный станок 1;4,35;16;1;no;1,44
Втулка;Assembly_11;Part_01067;3;Drilling;Сверлильный станок 1;1,76;16;3;yes;1,1
Втулка;Assembly_11;Part_01067;4;Grinding;Шлифовальный станок 1;1,02;16;3;no;0,78
Втулка;Assembly_13;Part_00784;1;Cutting;Ленточнопильный станок 2;1,06;16;2;yes;0,26
Втулка;Assembly_13;Part_00784;2;Milling;Фрезерный станок 2;5,4;24;2;yes;0,67
Втулка;Assembly_13;Part_00784;3;Drilling;Сверлильный станок 1;0,59;16;3;yes;1,1
Втулка;Assembly_13;Part_00784;4;Grinding;Шлифовальный станок 1;1,39;16;3;no;0,78
Втулка;Assembly_13;Part_01252;1;Forging;Кузнечный пресс 1;2,16;;;;
Втулка;Assembly_13;Part_01252;2;Turning;Токарный станок 1;4,78;20;2;yes;0,49
Втулка;Assembly_13;Part_01252;3;Grinding;Шлифовальный станок 1;1,72;16;3;no;0,78
Втулка;Assembly_15;Part_01097;1;Forging;Кузнечный пресс 1;2,32;;;;
Втулка;Assembly_15;Part_01097;2;Turning;Токарный станок 1;4,54;20;2;yes;0,49
Втулка;Assembly_15;Part_01097;3;Grinding;Шлифовальный станок 1;1,91;16;3;no;0,78
Втулка;Assembly_16;Part_00996;1;Cutting;Ленточнопильный станок 2;0,93;16;2;yes;0,26
Втулка;Assembly_16;Part_00996;2;Milling;Фрезерный станок 1;3,41;16;1;no;1,44
Втулка;Assembly_16;Part_00996;3;Heat treatment;Печь термообработки 1;3,62;20;1;no;0,2
Втулка;Assembly_16;Part_00996;4;Grinding;Шлифовальный станок 1;2,89;16;3;no;0,78
Втулка;Assembly_18;Part_00024;1;Cutting;Ленточнопильный станок 2;1,1;16;2;yes;0,26
Втулка;Assembly_18;Part_00024;2;Milling;Фрезерный станок 2;3,47;24;2;yes;0,67
Втулка;Assembly_18;Part_00024;3;Heat treatment;Печь термообработки 1;3,57;20;1;no;0,2
Втулка;Assembly_18;Part_00024;4;Grinding;Шлифовальный станок 1;2,73;16;3;no;0,78
Втулка;Assembly_18;Part_00198;1;Cutting;Ленточнопильный станок 2;1,27;16;2;yes;0,26
Втулка;Assembly_18;Part_00198;2;Milling;Фрезерный станок 2;4,3;24;2;yes;0,67
Втулка;Assembly_18;Part_00198;3;Heat treatment;Печь термообработки 1;6,38;20;1;no;0,2
Втулка;Assembly_18;Part_00198;4;Grinding;Шлифовальный станок 1;1,29;16;3;no;0,78
Втулка;Assembly_20;Part_00614;1;Forging;Кузнечный пресс 1;3,43;;;;
Втулка;Assembly_20;Part_00614;2;Turning;Токарный станок 1;2,12;20;2;yes;0,49
Втулка;Assembly_20;Part_00614;3;Grinding;Шлифовальный станок 1;1,38;16;3;no;0,78
Втулка;Assembly_21;Part_00437;1;Cutting;Ленточнопильный станок 1;0,66;16;2;no;0,53
Втулка;Assembly_21;Part_00437;2;Milling;Фрезерный станок 2;4,08;24;2;yes;0,67
Втулка;Assembly_21;Part_00437;3;Drilling;Сверлильный станок 1;0,62;16;3;yes;1,1
Втулка;Assembly_21;Part_00437;4;Grinding;Шлифовальный станок 1;2,82;16;3;no;0,78
Втулка;Assembly_21;Part_00788;1;Cutting;Ленточнопильный станок 2;0,94;16;2;yes;0,26
Втулка;Assembly_21;Part_00788;2;Turning;Токарный станок 1;2,55;20;2;yes;0,49
Втулка;Assembly_21;Part_00788;3;Heat treatment;Печь термообработки 1;3,35;20;1;no;0,2
Втулка;Assembly_21;Part_00788;4;Grinding;Шлифовальный станок 1;1,65;16;3;no;0,78
Втулка;Assembly_21;Part_00788;5;Polishing;Полировальный станок 1;0,98;24;2;yes;1,29
Втулка;Assembly_21;Part_01195;1;Cutting;Ленточнопильный станок 1;0,55;16;2;no;0,53
Втулка;Assembly_21;Part_01195;2;Milling;Фрезерный станок 1;4,63;16;1;no;1,44
Втулка;Assembly_21;Part_01195;3;Heat treatment;Печь термообработки 1;3,89;20;1;no;0,2
Втулка;Assembly_21;Part_01195;4;Grinding;Шлифовальный станок 1;1,06;16;3;no;0,78
Втулка;Assembly_23;Part_00832;1;Casting;Литейная установка 1;4,7;;;;
Втулка;Assembly_23;Part_00832;2;Milling;Фрезерный станок 2;5,14;24;2;yes;0,67
Втулка;Assembly_23;Part_00832;3;Drilling;Сверлильный станок 1;1,2;16;3;yes;1,1
Втулка;Assembly_24;Part_00225;1;Cutting;Ленточнопильный станок 1;0,78;16;2;no;0,53
Втулка;Assembly_24;Part_00225;2;Turning;Токарный станок 2;4,94;16;3;no;1,26
Втулка;Assembly_24;Part_00225;3;Heat treatment;Печь термообработки 1;5,38;20;1;no;0,2
Втулка;Assembly_24;Part_00225;4;Grinding;Шлифовальный станок 1;2,77;16;3;no;0,78
Втулка;Assembly_24;Part_00225;5;Polishing;Полировальный станок 1;0,71;24;2;yes;1,29
Втулка;Assembly_25;Part_00686;1;Cutting;Ленточнопильный станок 2;1,32;16;2;yes;0,26
Втулка;Assembly_25;Part_00686;2;Milling;Фрезерный станок 1;3,05;16;1;no;1,44
Втулка;Assembly_25;Part_00686;3;Drilling;Сверлильный станок 1;0,57;16;3;yes;1,1
Втулка;Assembly_25;Part_00686;4;Grinding;Шлифовальный станок 1;1,43;16;3;no;0,78
Втулка;Assembly_25;Part_00863;1;Casting;Литейная установка 1;4,9;;;;
Втулка;Assembly_25;Part_00863;2;Milling;Фрезерный станок 1;2,62;16;1;no;1,44
Втулка;Assembly_25;Part_00863;3;Drilling;Сверлильный станок 1;1,96;16;3;yes;1,1
Втулка;Assembly_26;Part_00260;1;Forging;Кузнечный пресс 1;3,4;;;;
Втулка;Assembly_26;Part_00260;2;Turning;Токарный станок 2;4,2;16;3;no;1,26
Втулка;Assembly_26;Part_00260;3;Grinding;Шлифовальный станок 1;2,02;16;3;no;0,78
Втулка;Assembly_26;Part_00282;1;Cutting;Ленточнопильный станок 1;1,49;16;2;no;0,53
Втулка;Assembly_26;Part_00282;2;Milling;Фрезерный станок 1;2,33;16;1;no;1,44
Втулка;Assembly_26;Part_00282;3;Heat treatment;Печь термообработки 1;3,87;20;1;no;0,2
Втулка;Assembly_26;Part_00282;4;Grinding;Шлифовальный станок 1;1,91;16;3;no;0,78
Втулка;Assembly_27;Part_00555;1;Forging;Кузнечный пресс 1;2,26;;;;
Втулка;Assembly_27;Part_00555;2;Turning;Токарный станок 1;3,11;20;2;yes;0,49
Втулка;Assembly_27;Part_00555;3;Grinding;Шлифовальный станок 1;2,47;16;3;no;0,78
Втулка;Assembly_27;Part_01019;1;Forging;Кузнечный пресс 1;2,14;;;;
Втулка;Assembly_27;Part_01019;2;Turning;Токарный станок 2;2,57;16;3;no;1,26
Втулка;Assembly_27;Part_01019;3;Grinding;Шлифовальный станок 1;1,7;16;3;no;0,78
Втулка;Assembly_28;Part_00537;1;Cutting;Ленточнопильный станок 2;1,41;16;2;yes;0,26
Втулка;Assembly_28;Part_00537;2;Milling;Фрезерный станок 2;5,19;24;2;yes;0,67
Втулка;Assembly_28;Part_00537;3;Drilling;Сверлильный станок 1;0,66;16;3;yes;1,1
Втулка;Assembly_28;Part_00537;4;Grinding;Шлифовальный станок 1;1,28;16;3;no;0,78
Втулка;Assembly_28;Part_01267;1;Cutting;Ленточнопильный станок 2;0,74;16;2;yes;0,26
Втулка;Assembly_28;Part_01267;2;Milling;Фрезерный станок 2;3,4;24;2;yes;0,67
Втулка;Assembly_28;Part_01267;3;Drilling;Сверлильный станок 1;0,94;16;3;yes;1,1
Втулка;Assembly_28;Part_01267;4;Grinding;Шлифовальный станок 1;1,54;16;3;no;0,78
Втулка;Assembly_28;Part_01316;1;Forging;Кузнечный пресс 1;2,52;;;;
Втулка;Assembly_28;Part_01316;2;Turning;Токарный станок 1;2,14;20;2;yes;0,49
Втулка;Assembly_28;Part_01316;3;Grinding;Шлифовальный станок 1;1,17;16;3;no;0,78
Втулка;Assembly_30;Part_00480;1;Forging;Кузнечный пресс 1;3,55;;;;
Втулка;Assembly_30;Part_00480;2;Turning;Токарный станок 1;3,02;20;2;yes;0,49
Втулка;Assembly_30;Part_00480;3;Grinding;Шлифовальный станок 1;1,31;16;3;no;0,78
Втулка;Assembly_31;Part_01135;1;Casting;Литейная установка 1;4,73;;;;
Втулка;Assembly_31;Part_01135;2;Milling;Фрезерный станок 2;5,68;24;2;yes;0,67
Втулка;Assembly_31;Part_01135;3;Drilling;Сверлильный станок 1;1,06;16;3;yes;1,1
Втулка;Assembly_33;Part_00336;1;Casting;Литейная установка 1;4,46;;;;
Втулка;Assembly_33;Part_00336;2;Milling;Фрезерный станок 1;4,68;16;1;no;1,44
Втулка;Assembly_33;Part_00336;3;Drilling;Сверлильный станок 1;1,84;16;3;yes;1,1
Втулка;Assembly_34;Part_00250;1;Forging;Кузнечный пресс 1;2,2;;;;
Втулка;Assembly_34;Part_00250;2;Turning;Токарный станок 1;3,22;20;2;yes;0,49
Втулка;Assembly_34;Part_00250;3;Grinding;Шлифовальный станок 1;1,36;16;3;no;0,78
Втулка;Assembly_34;Part_00422;1;Cutting;Ленточнопильный станок 1;0,64;16;2;no;0,53
Втулка;Assembly_34;Part_00422;2;Milling;Фрезерный станок 1;4,87;16;1;no;1,44
Втулка;Assembly_34;Part_00422;3;Heat treatment;Печь термообработки 1;4,14;20;1;no;0,2
Втулка;Assembly_34;Part_00422;4;Grinding;Шлифовальный станок 1;2,66;16;3;no;0,78
Втулка;Assembly_34;Part_00818;1;Cutting;Ленточнопильный станок 2;1,44;16;2;yes;0,26
Втулка;Assembly_34;Part_00818;2;Milling;Фрезерный станок 2;2,46;24;2;yes;0,67
Втулка;Assembly_34;Part_00818;3;Drilling;Сверлильный станок 1;0,53;16;3;yes;1,1
Втулка;Assembly_34;Part_00818;4;Grinding;Шлифовальный станок 1;2,58;16;3;no;0,78
Втулка;Assembly_37;Part_00748;1;Casting;Литейная установка 1;2,04;;;;
Втулка;Assembly_37;Part_00748;2;Milling;Фрезерный станок 1;5,76;16;1;no;1,44
Втулка;Assembly_37;Part_00748;3;Drilling;Сверлильный станок 1;1,31;16;3;yes;1,1
Втулка;Assembly_37;Part_01149;1;Casting;Литейная установка 1;2,62;;;;
Втулка;Assembly_37;Part_01149;2;Milling;Фрезерный станок 2;5,11;24;2;yes;0,67
Втулка;Assembly_37;Part_01149;3;Drilling;Сверлильный станок 1;1,72;16;3;yes;1,1
Втулка;Assembly_39;Part_00809;1;Cutting;Ленточнопильный станок 2;1,14;16;2;yes;0,26
Втулка;Assembly_39;Part_00809;2;Milling;Фрезерный станок 1;5,8;16;1;no;1,44
Втулка;Assembly_39;Part_00809;3;Heat treatment;Печь термообработки 1;5,76;20;1;no;0,2
Втулка;Assembly_39;Part_00809;4;Grinding;Шлифовальный станок 1;2,76;16;3;no;0,78
Втулка;Assembly_40;Part_00989;1;Cutting;Ленточнопильный станок 2;0,57;16;2;yes;0,26
Втулка;Assembly_40;Part_00989;2;Milling;Фрезерный станок 2;3,51;24;2;yes;0,67
Втулка;Assembly_40;Part_00989;3;Heat treatment;Печь термообработки 1;3,47;20;1;no;0,2
Втулка;Assembly_40;Part_00989;4;Grinding;Шлифовальный станок 1;1,6;16;3;no;0,78
